author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Mahmud K.,2020,IEEE Trans. Ind. Inf.,The Impact of Prediction Errors in the Domestic Peak Power Demand Management,"['roof', 'temperature', 'power', 'ESS', 'detection', 'power demand management', 'loss', 'deep learning', 'BESS', 'model', 'load', 'system', 'peak load shaving', 'management', 'energy', 'weather', 'optimization', 'genetic algorithm', 'performance', 'battery', 'photovoltaic', 'charging', 'neural network', 'algorithm', 'machine learning', 'prediction', 'auto-regression', 'autoregressive moving average', 'prediction error', 'correction', 'energy management loss', 'design', 'discharging', 'regression', 'storage']",10.1109/TII.2019.2946292,0,0,1,1,1,0,0
Oyewo A.S.,2020,Renew. Energy,Transition towards decarbonised power systems and its socio-economic impacts in West Africa,"['optimization', 'power', 'genetic algorithm', 'photovoltaic', 'storage', 'long-term', 'green', 'model', 'decarbonisation', 'algorithm', 'modeling', 'carbon', 'energy transition', 'flexibility', 'ecowas', 'system', 'energy', 'policy']",10.1016/j.renene.2020.03.085,0,0,0,0,0,0,0
Yazdanifard F.,2020,Energy Convers. Manage.,Numerical modeling of a concentrated photovoltaic/thermal system which utilizes a PCM and nanofluid spectral splitting,"['temperature', 'spectral splitter', 'optimization', 'genetic algorithm', 'CPV', 'performance', 'optical property', 'photovoltaic', 'analysis', 'model', 'concentration ratio', 'algorithm', 'phase change material', 'operatation', 'cpv/t', 'irradiation', 'efficiency', 'data', 'nanofluid', 'thermal', 'system', 'property', 'energy']",10.1016/j.enconman.2020.112927,0,0,0,0,0,0,0
Nelson J.R.,2020,Appl. Energy,Model predictive control of microgrids for real-time ancillary service market participation,"['generator', 'model predictive control', 'optimization', 'control', 'performance', 'building', 'battery', 'photovoltaic', 'charging', 'loss', 'module', 'ancillary service', 'simulation', 'model', 'algorithm', 'operatation', 'prediction', 'evaluation', 'microgrid', 'data', 'design', 'grid']",10.1016/j.apenergy.2020.114963,0,0,0,0,0,0,0
Shittu S.,2020,Energy,Analysis of thermoelectric geometry in a concentrated photovoltaic-thermoelectric under varying weather conditions,"['weather', 'method', 'power', 'optimization', 'transient study', 'genetic algorithm', 'CPV', 'output', 'thermal management', 'performance', 'photovoltaic', 'photovoltaic-thermoelectric', 'heat', 'algorithm', 'geometry optimization', 'hybrid', 'finite element method', 'thermal', 'system', 'management']",10.1016/j.energy.2020.117742,0,0,0,0,0,0,0
Hussain S.M.S.,2020,Int J Electr Power Energy Syst,IEC 61850 based energy management system using plug-in electric vehicles and distributed generators during emergencies,"['generator', 'power', 'optimization', 'genetic algorithm', 'performance', 'distribution', 'plugged in electric vehicle', 'wind', 'model', 'algorithm', 'operatation', 'modeling', 'load', 'microgrid', 'vehicle-to-grid', 'iec 61850 and communication modeling', 'system', 'emergency', 'energy', 'management', 'grid']",10.1016/j.ijepes.2020.105873,0,0,0,0,0,0,0
Souissi A.,2020,Comput Electr Eng,Dynamic forecasting-based load control of an autonomous photovoltaic installation,"['power', 'optimization', 'pvg/battery installation', 'renewable energy source', 'protection', 'battery', 'photovoltaic', 'least square', 'neural network', 'deep learning', 'energy optimization', 'algorithm', 'operatation', 'machine learning', 'renewable energy', 'load', 'pvg generation dynamic forecast', 'prediction', 'load supply planification', 'energy']",10.1016/j.compeleceng.2020.106674,0,0,1,1,1,0,0
Singh A.K.,2020,Renew. Energy,Thermal and electrical performance evaluation of photo-voltaic thermal compound parabolic concentrator integrated fixed dome biogas plant,"['temperature', 'power', 'optimization', 'absorber', 'genetic algorithm', 'output', 'mean bias error', 'photovoltaic', 'solar energy', 'thermal modeling', 'parameter', 'analysis', 'model', 'algorithm', 'operatation', 'modeling', 'active biogas system', 'pvt-cpc collectors', 'cell', 'thermal', 'system', 'design', 'energy']",10.1016/j.renene.2020.03.028,0,0,0,0,0,0,0
Mayer M.J.,2020,Appl. Energy,Environmental and economic multi-objective optimization of a household level hybrid renewable energy system by genetic algorithm,"['generator', 'method', 'multi-objective optimization', 'power', 'pid', 'renewable energy source', 'optimization', 'genetic algorithm', 'battery', 'photovoltaic', 'renewable energy production', 'home', 'hybrid energy system', 'hybrid renewable energy system', 'wind', 'heat', 'model', 'multi-objective', 'algorithm', 'modeling', 'renewable energy', 'hybrid', 'life-cycle assessment', 'design', 'system', 'energy', 'grid']",10.1016/j.apenergy.2020.115058,0,0,0,0,0,0,0
Vall S.,2020,Energy,A new flat-plate radiative cooling and solar collector numerical model: Evaluation and metamodeling,"['temperature', 'power', 'sensitivity analysis', 'solar thermal collector', 'optimization', 'genetic algorithm', 'experiment', 'radiative cooling', 'parameter', 'heat', 'analysis', 'model', 'algorithm', 'cooling', 'operatation', 'modeling', 'renewable energy', 'data', 'thermal', 'air', 'low-grade source', 'system', 'numerical modeling', 'energy']",10.1016/j.energy.2020.117750,0,0,0,0,0,0,0
Ren M.,2020,Sci. Total Environ.,Dynamic life cycle economic and environmental assessment of residential solar photovoltaic systems,"['method', 'optimization', 'system dynamics modeling', 'genetic algorithm', 'policy', 'performance', 'battery', 'photovoltaic', 'model', 'grid-connected and standalone pv system', 'algorithm', 'solar photovoltaic system', 'modeling', 'carbon', 'life cycle costing', 'life cycle assessment', 'battery storage', 'design', 'system', 'grid', 'energy']",10.1016/j.scitotenv.2020.137932,0,0,0,0,0,0,0
Chen X.,2020,Appl. Energy,Power ramp-rates of utility-scale PV systems under passing clouds: Module-level emulation with cloud shadow modeling,"['cloud shadow modeling', 'high-resolution', 'solar variability', 'power', 'pid', 'optimization', 'control', 'genetic algorithm', 'output', 'cloud', 'photovoltaic', 'partial shading', 'module', 'simulation', 'short-term', 'model', 'ramp-rate', 'algorithm', 'operatation', 'modeling', 'shadow', 'system', 'measurement', 'grid']",10.1016/j.apenergy.2020.114980,0,1,0,0,0,0,0
Theocharides S.,2020,Appl. Energy,Day-ahead photovoltaic power production forecasting methodology based on machine learning and statistical post-processing,"['method', 'power', 'optimization', 'output', 'performance', 'photovoltaic', 'large-scale', 'neural network', 'deep learning', 'regression', 'energy', 'analysis', 'model', 'algorithm', 'machine learning', 'evaluation', 'irradiation', 'data', 'correction', 'prediction', 'clustering', 'system', 'forecasting', 'weather', 'grid']",10.1016/j.apenergy.2020.115023,0,0,1,1,1,0,0
Zhang J.,2020,Energy Convers. Manage.,A reinforcement learning based approach for on-line adaptive parameter extraction of photovoltaic array models,"['heuristic', 'method', 'online', 'optimization', 'genetic algorithm', 'mathematical model', 'experiment', 'detection', 'extraction', 'photovoltaic', 'reinforcement learning', 'parameter extraction', 'fault', 'neural network', 'parameter', 'deep learning', 'analysis', 'model', 'pv array', 'diagnosis', 'algorithm', 'on-line adaptive extraction', 'machine learning', 'modeling', 'irradiation', 'design', 'measurement']",10.1016/j.enconman.2020.112875,0,0,1,1,1,0,0
Wang H.,2020,Energy Convers. Manage.,Taxonomy research of artificial intelligence for deterministic solar power forecasting,"['reliability', 'method', 'online', 'power', 'non-linear', 'characteristization', 'performance', 'photovoltaic', 'generation', 'analysis', 'model', 'algorithm', 'photovoltaic power generation', 'operatation', 'artificial intelligence', 'data', 'solar power forecast', 'taxonomy', 'prediction', 'system', 'energy']",10.1016/j.enconman.2020.112909,0,0,0,0,0,0,0
Kong X.,2020,Water Res.,Solar irradiation combined with chlorine can detoxify herbicides,"['method', 'optimization', 'transform', 'genetic algorithm', 'experiment', 'toxicity', 'organic', 'reactive chlorine species', 'chlorination', 'model', 'algorithm', 'herbicides', 'modeling', 'irradiation', 'water treatment', 'solar irradiation', 'energy']",10.1016/j.watres.2020.115784,0,0,0,0,0,0,0
Arias-Rosales A.,2020,Appl. Energy,Modeling the transmittance of anisotropic diffuse radiation towards estimating energy losses in solar panel coverings,"['method', 'optimization', 'genetic algorithm', 'characteristization', 'performance', 'coating', 'photovoltaic', 'anisotropic diffuse radiation', 'loss', 'neural network', 'regression', 'deep learning', 'simulation', 'analysis', 'model', 'algorithm', 'radiation', 'machine learning', 'modeling', 'irradiation', 'transmittance', 'estimation', 'solar panels covering', 'design', 'energy']",10.1016/j.apenergy.2020.114872,0,0,1,1,1,0,0
Shahsavar A.,2020,Int. J. Energy Res.,Machine learning predictive models for optimal design of building-integrated photovoltaic-thermal collectors,"['optimization', 'output', 'genetic algorithm', 'mean absolute error', 'performance', 'building', 'photovoltaic', 'bipv', 'module', 'bipv/t', 'parameter', 'regression', 'model', 'algorithm', 'machine learning', 'predictive model', 'evaluation', 'BIPV/T', 'prediction', 'BIPV', 'exergetic performance', 'data', 'support vector machine', 'ensemble', 'performance evaluation criteria', 'design', 'thermal', 'system', 'air', 'random forest']",10.1002/er.5323,1,0,1,0,0,0,0
Jena S.,2020,Int. J. Energy Res.,"Defining indispensability of storage for raised renewable penetration in conventional and thermoelectric coupled microgrid: Modeling, analysis and validation","['reliability', 'active power', 'generator', 'mechanism', 'power', 'optimization', 'genetic algorithm', 'output', 'ESS', 'photovoltaic', 'thermoelectric generator', 'reactive power', 'long-term', 'solar pv system', 'green', 'analysis', 'ess', 'model', 'algorithm', 'microgrid', 'hybrid', 'thermal', 'system', 'energy', 'weather', 'grid']",10.1002/er.5375,0,0,0,0,0,0,0
Zjavka L.,2020,IET. Renew. Power Gener.,PV power intra-day predictions using PDE models of polynomial networks based on operational calculus,"['method', 'power', 'optimization', 'image', 'transform', 'output', 'mean bias error', 'neural network', 'deep learning', 'model', 'algorithm', 'operatation', 'machine learning', 'none', 'irradiation', 'data', 'prediction', 'system', 'measurement', 'weather', 'grid']",10.1049/iet-rpg.2019.1208,0,0,1,1,1,0,0
Afrasiabi M.,2020,IET Gener. Transm. Distrib.,Deep learning architecture for direct probability density prediction of small-scale solar generation,"['estimation', 'parameter', 'algorithm', 'optimization', 'machine learning', 'CNN', 'prediction', 'genetic algorithm', 'none', 'photovoltaic', 'loss', 'neural network', 'system', 'deep learning', 'design']",10.1049/iet-gtd.2019.1289,0,0,1,1,1,0,0
Saadi S.,2020,Appl Therm Eng,Study of two new configurations of the Barra-Costantini system with sunspot modelling,"['sunspot', 'temperature', 'optimization', 'genetic algorithm', 'performance', 'building', 'photovoltaic', 'bipv', 'bipv/t', 'thermal performance', 'barra-costantini system', 'heat', 'model', 'algorithm', 'electrical efficiency', 'BIPV/T', 'BIPV', 'irradiation', 'efficiency', 'air', 'thermal', 'system']",10.1016/j.applthermaleng.2020.115221,1,0,0,0,0,0,0
Cao S.,2020,J. Hazard. Mater.,Metal-free 2D/2D heterojunction of covalent triazine-based frameworks/graphitic carbon nitride with enhanced interfacial charge separation for highly efficient photocatalytic elimination of antibiotic pollutants,"['method', 'electrostatic self-assembly method', 'intimate contact face', 'performance', 'charging', 'ctfns/cnns heterojunction', 'neural network', 'deep learning', 'machine learning', 'CNN', 'carbon', 'irradiation', 'efficiency', 'sulfamethazine', 'simulated solar light photocatalysis', 'design']",10.1016/j.jhazmat.2020.122204,0,0,1,1,1,0,0
Palato S.,2020,Proc. Natl. Acad. Sci. U.S.A.,Atomic fluctuations in electronic materials revealed by dephasing,"['method', 'optimization', 'genetic algorithm', 'electronic coherence', 'experiment', 'quantum coherence', 'photovoltaic', 'ultrafast spectroscopy', 'two-dimensional electronic spectroscopy', 'analysis', 'ab initio', 'correlation', 'model', 'algorithm', 'coherence mapping', 'prediction', 'system', 'measurement']",10.1073/pnas.1916792117,0,0,0,0,0,0,0
Domjan S.,2020,Energies,Experimental study on energy efficiency of multi-functional BIPV glazed façade structure during heating season,"['temperature', 'optimization', 'genetic algorithm', 'experiment', 'room ventilation', 'building', 'distribution', 'photovoltaic', 'multi-parametric model', 'bipv', 'dynamic thermal insulation', 'parameter', 'heat', 'facade', 'model', 'algorithm', 'cooling', 'outdoor', 'renewable energy', 'BIPV', 'irradiation', 'air', 'efficiency', 'data', 'prediction', 'thermal', 'nzeb', 'energy']",10.3390/en13112772,1,0,0,0,0,0,0
AlSkaif T.,2020,Renew. Energy,A systematic analysis of meteorological variables for PV output power estimation,"['method', 'temperature', 'power', 'optimization', 'regression method', 'genetic algorithm', 'output', 'photovoltaic', 'large-scale', 'wind', 'regression', 'analysis', 'system', 'correlation', 'algorithm', 'machine learning', 'data', 'meteorological variables', 'estimation', 'solar power estimation', 'meteorology', 'air', 'management', 'grid']",10.1016/j.renene.2020.01.150,0,0,1,0,0,0,0
Jahanfar A.,2020,Ecol. Eng.,An experimental and modeling study of evapotranspiration from integrated green roof photovoltaic systems,"['roof', 'optimization', 'genetic algorithm', 'photovoltaic panel', 'characteristization', 'photovoltaic', 'green roof', 'module', 'parameter', 'wind', 'green', 'model', 'algorithm', 'irradiation', 'shadow', 'evapotranspiration', 'design', 'system', 'measurement', 'management', 'energy']",10.1016/j.ecoleng.2020.105767,0,1,0,0,0,0,0
Zambrano A.F.,2020,Renew. Energy,Solar irradiance forecasting models without on-site training measurements,"['method', 'satellite measurements', 'power', 'experiment', 'photovoltaic', 'metric learning', 'model', 'correlation', 'machine learning', 'satellite', 'irradiation', 'solar irradiance forecasting', 'data', 'prediction', 'system', 'measurement', 'pv power system']",10.1016/j.renene.2020.01.092,0,0,1,0,0,0,0
Cubukcu M.,2020,Sustainable Energy Technol. Assess.,Performance analysis of a grid-connected photovoltaic plant in eastern Turkey,"['power', 'final yield', 'photovoltaic power system', 'performance', 'photovoltaic', 'capacity factor', 'performance analysis', 'loss', 'performance ratio', 'neural network', 'deep learning', 'parameter', 'simulation', 'analysis', 'power plant', 'capacity', 'machine learning', 'efficiency', 'inverter', 'prediction', 'system', 'grid', 'energy']",10.1016/j.seta.2020.100724,0,0,1,1,1,0,0
